GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G70695EG,GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN,Linkage-defined saccharide,823.35
G70696OG,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,2021.74
G70666OP,Neu(a2-3)[Gal(b1-3)GalN(b1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,914.32
G70798GB,GlcA(a1-3)[Gal(b1-4)]Glc(b1-4)Glc(b1-4)Glc(b1-2)Rha,Linkage-defined saccharide,988.31
G70812GK,GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1884.7
G70819AR,Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1624.6
G70852GQ,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal,Linkage-defined saccharide,1478.54
G70786WF,D-Rha(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Galf(b1-3)Gal,Linkage-defined saccharide,878.34
G70881PC,GlcNAc(b1-2)D-Rha(a1-3)[Man(a1-6)]Man,Linkage-defined saccharide,691.25
G70936BI,Araf(a1-2)[Araf(a1-3)][Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,1206.39
G71061FP,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1316.49
G71141IQ,GlcNAc(a1-2)[Gal(a1-3)]Galf(a1-2)Gal-ol,Linkage-defined saccharide,709.26
G71213YU,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,853.31
G71201UN,Rha(a1-2)Ara(a1-4)GlcA,Linkage-defined saccharide,472.14
G71204PH,Man(a1-2)Man(a1-3)[Galf(b1-2)[Man(a1-3)][Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1720.59
G71274MV,Gal(b1-3)GlcNAc(b1-4)Gal,Linkage-defined saccharide,545.2
G71296WI,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2071.78
G71355CW,Xyl(a1-6)Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1076.36
G71399NJ,Gal(b1-4)GalNAc(b1-3)GlcNAc,Linkage-defined saccharide,586.22
G71448JG,Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2327.78
G71473WL,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-4)]Gal,Linkage-defined saccharide,910.33
G71513LP,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2987.08
G71555NJ,Gal(b1-3)GalNAc(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-4)GalNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc,Linkage-defined saccharide,1681.62
G71642UJ,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,3546.25
G71695NN,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1812.59
G71745CH,GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc,Linkage-defined saccharide,979.31
G71704IZ,Gal(a1-3)[Fuc(a1-2)]D-Fuc,Linkage-defined saccharide,472.18
G71839WD,GalNAc(a1-3)[GlcNAc(a1-4)]GalNAc,Linkage-defined saccharide,627.25
G71865NO,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1681.62
G71921AU,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal,Linkage-defined saccharide,1316.49
G71922MU,Rha(a1-2)[GalNAc(a1-3)]D-Rha(b1-4)Glc(b1-6)Galf(b1-6)Gal(b1-3)GalNAc,Linkage-defined saccharide,1202.44
G71942TH,Glc(a1-4)Xyl(a1-4)Xyl(a1-4)Glc,Linkage-defined saccharide,606.2
G71987VX,Glc(a1-2)Glc(a1-6)Glc,Linkage-defined saccharide,504.17
G72075FO,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2370.86
G72107JQ,Rha(a1-2)[Rha(a1-4)]Glc,Linkage-defined saccharide,472.18
G72115YL,Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1476.49
G72052OS,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-3)Man,Linkage-defined saccharide,748.27
G72088EE,Xyl(b1-3)[Rha(a1-3)Xyl(b1-4)]Rha(a1-2)[Rha(a1-3)]Qui,Linkage-defined saccharide,866.33
G72153EQ,Man(a1-2)Man(a1-2)[Man(a1-6)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2003.67
G72179US,Man(a1-2)Man(a1-3)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1679.57
G72233LJ,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G72178KJ,Rha(a1-4)[Rha(a1-6)]Glc,Linkage-defined saccharide,472.18
G72185VQ,Xyl(b1-2)[Xyl(b1-4)]Glc,Linkage-defined saccharide,444.15
G72441CP,Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man,Linkage-defined saccharide,869.3
G72452JV,GalA(a1-2)Rha(a1-4)Gal(a1-2)Rha,Linkage-defined saccharide,648.21
G72475NE,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2313.84
G72506ZK,Rha(a1-2)Man(a1-2)Man,Linkage-defined saccharide,488.17
G72599LB,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(a1-4)GlcNAc,Linkage-defined saccharide,1478.54
G72462NP,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1624.6
G72511CN,Man(a1-2)Man(a1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G72533FB,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1681.62
G72533QG,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3076.11
G72553QP,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1462.54
G72579SX,Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)GalNAc,Linkage-defined saccharide,748.27
G72627YM,Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,1074.35
G72663HO,Gal(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,504.17
G72690KN,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2475.89
G72728PS,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2192.81
G72900IJ,Glc(b1-4)Gal(b1-4)Gal(b1-4)Gal,Linkage-defined saccharide,666.22
G72966EV,Glc(b1-6)Glc(b1-6)Glc(b1-4)Man,Linkage-defined saccharide,666.22
G73033IA,Gal(a1-4)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1202.44
G73101MH,Man(b1-4)Man(b1-4)Man(b1-4)Glc,Linkage-defined saccharide,666.22
G73302KW,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2208.8
G73402RN,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1843.67
G73509ZG,Man(a1-3)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1056.39
G73539WK,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2793.04
G73619PU,Gal(b1-4)[GlcNAc(b1-6)]Glc,Linkage-defined saccharide,545.2
G73731KS,Man(b1-4)GlcA(b1-3)GlcNAc(a1-2)Gal,Linkage-defined saccharide,721.23
G73628UD,Fuc(a1-2)Gal(b1-4)Xyl,Linkage-defined saccharide,458.16
G73638OR,Glc(a1-2)[GlcA(b1-3)]Rha(b1-4)GlcNAc(b1-3)Rha,Linkage-defined saccharide,851.29
G73662WV,GlcNAc(b1-4)Gal(a1-4)GalNAc(a1-4)GalNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc,Linkage-defined saccharide,1316.49
G73704XF,GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN,Linkage-defined saccharide,1145.49
G73763NQ,GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2598.97
G73795II,Man(b1-3)GlcNAc(a1-4)GlcNAc,Linkage-defined saccharide,586.22
G73827AT,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2436.91
G73832TE,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]QuiNAc,Linkage-defined saccharide,659.26
G73849MH,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1624.6
G73904AG,Glc(a1-6)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc,Linkage-defined saccharide,1152.38
G73914FH,GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,951.35
G73910RN,Glc(a1-3)Glc(a1-6)Glc(a1-6)Glc,Linkage-defined saccharide,666.22
G73915OF,Man(a1-3)[Man(a1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1218.44
G74236BZ,Glc(b1-3)[Glc(b1-3)[GlcN(b1-6)]Glc(b1-6)]Glc(b1-6)Glc(b1-6)Glc,Linkage-defined saccharide,1151.4
G74068RK,Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man,Linkage-defined saccharide,1152.38
G74074WH,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3190.16
G74120PF,Fuc(a1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,513.21
G74251IB,"Glc(a1-4)2,3-Anhydro-Man(a1-4)Glc(a1-4)Glc",Linkage-defined saccharide,648.21
G74268SC_2,Man(a1-3)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G74268SC_3,Man(a1-3)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G74268SC_7,Man(a1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G74324PP,Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1152.38
G74433MQ,GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc,Linkage-defined saccharide,1155.34
G74357UQ,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)[Glc(a1-6)]Glc,Linkage-defined saccharide,990.33
G74509FG,Gal(b1-4)Glc(a1-4)GlcA(b1-4)Fuc,Linkage-defined saccharide,664.21
G74958DD,GlcA(b1-2)Rha(a1-2)Rha(a1-2)Rha-ol,Linkage-defined saccharide,634.23
G74983EE,Gal(b1-4)[Gal(b1-4)Glc(b1-6)]GlcNAc(b1-3)Gal,Linkage-defined saccharide,869.3
G75039NW,Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1218.46
G75200TT,Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1355.46
G75217SA,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man,Linkage-defined saccharide,1599.57
G75253BQ,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1056.39
G75179UT,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1877.67
G75242RZ,Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man,Linkage-defined saccharide,990.33
G75412XG,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1177.41
G75415WF,Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1026.38
G75311GD,Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1188.43
G75330XI,Glc(b1-2)[Glc(b1-6)]Glc,Linkage-defined saccharide,504.17
G75358PG,GlcA(a1-2)GalA(a1-2)Man(b1-4)Gal(b1-2)Rha,Linkage-defined saccharide,840.24
G75450VT,Qui(b1-2)[D-Fuc(b1-2)D-Fuc(b1-4)]Qui(b1-3)Glc,Linkage-defined saccharide,764.3
G75502AR,Glc(b1-4)Glc(b1-6)Glc,Linkage-defined saccharide,504.17
G75632XE,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G75666ST,Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-6)]Man,Linkage-defined saccharide,990.33
G75712AW,Rha(a1-3)Rha(a1-2)Rha,Linkage-defined saccharide,456.18
G75547ZA,Glc(b1-3)[GlcNAc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc(a1-5)Kdo,Linkage-defined saccharide,1575.52
G75731VP,Rha(a1-3)Rha(a1-6)Gal,Linkage-defined saccharide,472.18
G75793XE,Gal(b1-6)Gal(a1-6)Glc,Linkage-defined saccharide,504.17
G75839SN,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2151.78
G75740YH,D-Rha(a1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,428.15
G75892XU,Man(a1-6)Man(a1-6)Man(a1-6)Man,Linkage-defined saccharide,666.22
G75977QB,Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1583.57
G76117SK,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1062.35
G76108PP,GlcNAc(b1-4)Man(a1-6)Man(b1-4)GlcNAc,Linkage-defined saccharide,748.27
G76108RY,Glc(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)Glc(b1-4)Man,Linkage-defined saccharide,2124.7
G76154CK,Rha(a1-2)[Glc(b1-2)Glc(b1-4)]Glc,Linkage-defined saccharide,650.23
G76175FH,Glc(b1-4)GlcA(b1-3)GalA(a1-4)Gal,Linkage-defined saccharide,694.18
G76297DF,Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2003.67
G76288VZ,Araf(a1-2)[Araf(a1-3)][Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)Xyl,Linkage-defined saccharide,942.31
G76367YG,Gal(a1-2)[Par(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Par(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1218.46
G76364JP,GlcNAc(b1-4)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1245.45
G76429CD,Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,504.17
G76440EE,Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
G76444NS,Xyl(a1-3)Xyl(b1-4)Xyl,Linkage-defined saccharide,414.14
G76500TA,Rha(a1-3)[Glc(b1-4)]Gal,Linkage-defined saccharide,488.17
G76558GZ,Fuc(a1-4)Kdn(a2-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GlcNAc,Linkage-defined saccharide,1290.46
G76562LW,Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G76677LJ,Gal(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,504.17
G76726UG,Man(a1-2)Man(a1-2)[Man(a1-6)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1841.62
G76663FT,Rha(a1-2)[Rha(a1-3)]Rha(a1-2)Rha,Linkage-defined saccharide,602.24
G76666KS,Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G76721BF,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3174.16
G76730DK,GlcA(b1-3)GlcNAc(a1-2)Gal-ol,Linkage-defined saccharide,561.19
G76840NL,Glc(a1-4)[Glc(a1-4)Glc(a1-4)Glc(a1-6)]Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G76938LQ,Man(a1-3)[Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G76809QN,Man(b1-4)Gal(b1-4)Gal(b1-4)Man,Linkage-defined saccharide,666.22
G76832WJ,Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-2)Man,Linkage-defined saccharide,828.27
G76844EG,Gal(b1-3)GlcNAc(b1-4)Man(a1-3)[GlcNAc(b1-4)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1756.64
G76982BK,Araf(a1-2)[Glc(b1-3)]Ara,Linkage-defined saccharide,444.15
G76986JJ,Gal(a1-3)[Fuc(a1-2)]Gal,Linkage-defined saccharide,488.17
G77030KV,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2165.72
G77030OR,Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha,Linkage-defined saccharide,1592.63
G77070UX,Gal(a1-3)Gal(b1-4)Glc,Linkage-defined saccharide,504.17
G77024OJ,Ribf(a1-4)Glc(a1-4)Glc(b1-6)Glc(b1-6)Glc(b1-4)Glc(b1-4)Glc(b1-3)Gal,Linkage-defined saccharide,1284.42
G77036ES,GlcNAc(b1-4)Man(a1-3)[Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1245.45
G77064JO,GlcA(b1-3)Man(a1-4)GlcA(b1-2)Man(a1-4)GlcA(b1-2)Man,Linkage-defined saccharide,1032.27
G77097TR,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2005.72
G77223RQ,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal,Linkage-defined saccharide,910.33
G77181SV,Qui(b1-2)[Rha(a1-4)]D-Fuc,Linkage-defined saccharide,456.18
G77195HL,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1421.52
G77275EI,Man(b1-4)Man(b1-4)[Gal(a1-6)]Man(b1-4)[Gal(a1-6)]Man(b1-4)Man(b1-4)Man,Linkage-defined saccharide,1314.43
G77301KC,Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc(b1-4)Man,Linkage-defined saccharide,828.27
G77325KD,Man(a1-2)[Glc(b1-3)]Man(b1-3)Man(b1-3)Rha,Linkage-defined saccharide,812.28
G77243CK,Glc(b1-3)[Glc(a1-2)Glc(b1-4)][Glc(a1-2)Glc(b1-6)]Glc(a1-5)Kdo,Linkage-defined saccharide,1210.39
