GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G40820FX,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2484.92
G40785UW,Glc(b1-3)Glc(b1-2)[Glc(b1-3)Xyl(b1-3)]Glc(b1-4)Gal,Linkage-defined saccharide,960.32
G40788GH,Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal-ol,Linkage-defined saccharide,830.29
G40789ML,Glc(a1-6)Glc(a1-4)[Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G40852LL,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G40900FB,Rha(a1-2)Gal(b1-2)Gal,Linkage-defined saccharide,488.17
G40918FN,Araf(a1-4)[Glc(b1-6)]GlcA,Linkage-defined saccharide,488.14
G40896GF,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2044.7
G40913SG,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)Gal,Linkage-defined saccharide,894.33
G40949OG,Gal(b1-3)GlcNAc(b1-4)Man(a1-3)[Gal(b1-3)GlcNAc(b1-4)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1918.69
G41004LP,Rha(a1-3)[Rha(a1-2)Rha(a1-4)]Glc,Linkage-defined saccharide,618.24
G41020WW,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,2023.72
G40990LB,GalNAc(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,545.2
G40922OB,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1786.65
G41046RP,Man(a1-3)[Man(a1-3)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1204.42
G41059DD,Man(a1-3)[Fuc(a1-6)GlcNAc(b1-2)[Man(a1-6)]Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1699.62
G41079GO,Ribf(b1-6)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,960.32
G41081WN,Rha(a1-6)[Xyl(b1-2)]Glc,Linkage-defined saccharide,458.16
G41108GH,Man(a1-2)Man(a1-3)[Man(a1-3)Glc(a1-6)]Glc(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1234.43
G41068KF_2,GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G41104GE,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[L-Gal(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Linkage-defined saccharide,1550.52
G41142NG,Gal(b1-2)Glc(b1-4)Gal,Linkage-defined saccharide,504.17
G41149QL,Fuc(b1-2)[Fuc(b1-3)]D-Rha,Linkage-defined saccharide,456.18
G41109NO,GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G41143NO,GlcA(b1-4)GlcNAc(b1-3)GlcA,Linkage-defined saccharide,573.15
G41145US,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1364.5
G41157KT,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man,Linkage-defined saccharide,1316.49
G41166QJ,Rha(a1-3)[Ara(a1-4)]Glc,Linkage-defined saccharide,458.16
G41216YZ,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2598.97
G41235SU,Glc(b1-3)[Glc(b1-3)Glc(b1-6)]Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc,Linkage-defined saccharide,1152.38
G41255BI,GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,935.36
G41273MA,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1193.41
G41201XD,Araf(a1-2)Rha(a1-4)Glc,Linkage-defined saccharide,458.16
G41203DM,Gal(b1-3)Fuc(a1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,732.28
G41227EF,Glc(b1-3)[Glc(b1-3)[Glc(b1-3)[Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc,Linkage-defined saccharide,1638.54
G41274AJ,Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2532.91
G41301IO,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Man,Linkage-defined saccharide,691.25
G41321SR,Man(b1-2)[Glc(a1-3)]Man(b1-2)Man(b1-2)Man(b1-3)GlcNAc,Linkage-defined saccharide,1031.35
G41453XR,Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha,Linkage-defined saccharide,1332.51
G41545LH,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1243.47
G41510DX,Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G41476IA,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-6)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1902.7
G41506PD,Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal,Linkage-defined saccharide,666.22
G41612RA,Xyl(b1-4)Rha(a1-2)[D-Apif(b1-3)]Glc,Linkage-defined saccharide,590.21
G41603IH,D-Rha(b1-3)Rha(a1-2)Ara,Linkage-defined saccharide,442.17
G41608GC,Xyl(b1-4)Xyl(b1-3)Xyl(b1-4)Xyl,Linkage-defined saccharide,546.18
G41553RU,GlcNAc(b1-3)GlcNAc(b1-3)GlcNAc,Linkage-defined saccharide,627.25
G41576FY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2005.72
G41611UG,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1802.64
G41655FU,D-Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,812.28
G41743KL,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2704.0
G41754GW,Rha(a1-3)[Fuc(a1-6)Gal(a1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,796.28
G41785JN_2,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1583.57
G41821AK,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,2418.87
G41823PK,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2370.86
G41816PJ,GlcNAc(b1-6)Gal(b1-3)GalNAc,Linkage-defined saccharide,586.22
G41803TX,Gal(a1-2)[Abe(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Abe(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Abe(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1818.69
G41817QK,GlcNAc(b1-3)[Glc(b1-4)]GlcA(b1-4)GalNAc(b1-4)Gal,Linkage-defined saccharide,924.31
G41867QE,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3142.15
G41896LD,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1405.52
G41884AT,GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal,Linkage-defined saccharide,748.27
G41929ED,Glc(b1-3)[Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc(a1-5)Kdo,Linkage-defined saccharide,1737.57
G41954QR,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Gal,Linkage-defined saccharide,1234.43
G41850AE,Gal(a1-3)[GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)]GlcNAc,Linkage-defined saccharide,1610.58
G41883JI,GlcNAc(b1-3)[GalNAc(b1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,748.27
G41966ZK,Glc(a1-6)Glc(a1-4)[Glc(a1-6)]Glc,Linkage-defined saccharide,666.22
G41996UH,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)ManNAc,Linkage-defined saccharide,1245.45
G41994UJ,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1567.58
G42013HP,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2005.72
G42031FM,GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G42021EK,Glc(b1-3)Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc,Linkage-defined saccharide,828.27
G42027XI,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal,Linkage-defined saccharide,666.22
G42061BV,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2354.86
G42094MI,Fuc(a1-2)Gal(a1-3)GalNAc,Linkage-defined saccharide,529.2
G42211BK,Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc,Linkage-defined saccharide,828.27
G42188SB,GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Linkage-defined saccharide,869.3
G42205BW,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,2884.96
G42206TU,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Gal(b1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1770.66
G42173CO_2,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,691.25
G42217OK,GlcA(b1-2)Rha(a1-2)Rha,Linkage-defined saccharide,486.16
G42232LJ,Rha(b1-4)Glc(b1-3)GalNAc,Linkage-defined saccharide,529.2
G42239HX,D-Araf(a1-2)Man(a1-2)[Rha(a1-6)]Glc,Linkage-defined saccharide,620.22
G42272RY,GlcA(b1-3)[Xyl(b1-4)]Xyl,Linkage-defined saccharide,458.13
G42332HD,GlcNAc(b1-4)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1519.57
G42407QV,Fuc(a1-2)Gal(b1-3)[Gal(b1-6)]GalNAc,Linkage-defined saccharide,691.25
G42448YD,Gal(b1-4)Gal(b1-3)GalNAc,Linkage-defined saccharide,545.2
G42494BC,GalNAc(b1-4)[Fuc(a1-2)]Gal(b1-4)Glc,Linkage-defined saccharide,691.25
G42486DD,Man(a1-3)Man(a1-3)[Man(a1-6)]Man(a1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1218.44
G42530LI,Glc(b1-3)[GlcNAc(b1-3)[Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc,Linkage-defined saccharide,1193.41
G42557TW,Glc(a1-4)Glc(a1-4)Glc(a1-4)[Rha(a1-6)]Glc,Linkage-defined saccharide,812.28
G42622BJ,Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1056.39
G42674MT,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2329.83
G42681RK,Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1640.59
G42588SR,Xyl(b1-3)Araf(a1-3)Ara,Linkage-defined saccharide,414.14
G42680EX,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1113.41
G42682MF,GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN,Linkage-defined saccharide,1306.56
G42752PT,GlcNAc(a1-4)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1446.55
G42755DT,Rha(a1-3)[D-Apif(b1-6)]Glc,Linkage-defined saccharide,458.16
G42770GH,Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1097.41
G42725VI,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2735.99
G42727QA,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,990.33
G42735DK,Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)Gal(a1-3)GalNAc,Linkage-defined saccharide,894.33
G42828SU,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1624.6
G42844XQ,Gal(b1-3)[Gal(b1-2)Gal(b1-6)]GlcNAc,Linkage-defined saccharide,707.25
G42808RN,Rha(a1-3)L-Oli(a1-3)GlcNAc,Linkage-defined saccharide,497.21
G42832TG,Glc(b1-4)Glc(b1-2)[Xyl(b1-2)Glc(b1-4)]Ara,Linkage-defined saccharide,768.25
G42854JT,Glc(b1-4)Glc(b1-4)Ara,Linkage-defined saccharide,474.16
G42951HE,Glc(b1-2)Glc(b1-3)Gal,Linkage-defined saccharide,504.17
G42970NZ,Glc(a1-6)Glc(a1-3)Glc(a1-2)Glc,Linkage-defined saccharide,666.22
G42976YN,Man(a1-6)Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1188.43
G42924BL,Rha(a1-3)Man(a1-2)[Gal(b1-6)]Man-ol,Linkage-defined saccharide,652.24
G43001RF,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1186.45
G43031LJ,Rha(a1-4)Rha(a1-4)Rha(a1-2)D-Fuc,Linkage-defined saccharide,602.24
G43067PH,Glc(b1-3)[Xyl(b1-4)]Rha(a1-2)D-Fuc,Linkage-defined saccharide,604.22
G43073JS,Gal(b1-4)Xyl(b1-4)Rha(a1-2)D-Fuc,Linkage-defined saccharide,604.22
G43083PM,GalNAc(b1-4)Gal(b1-3)GalNAc(b1-4)Gal,Linkage-defined saccharide,748.27
G43110WG,GalNAc(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G43135VQ,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)Glc,Linkage-defined saccharide,1202.44
G43173WU,Rha(a1-6)Gal(b1-4)Rha,Linkage-defined saccharide,472.18
G43263OA,Gal(a1-6)[Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)[Fuc(a1-2)]Gal(a1-6)Gal,Linkage-defined saccharide,1444.5
G43166PG,Glc(a1-6)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1314.43
G43238ES,GlcN(b1-4)[Fuc(a1-6)]GlcN,Linkage-defined saccharide,486.21
G43194NB,Rha(a1-3)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,650.23
G43319TD,Fuc(a1-6)GlcNAc(b1-3)Gal,Linkage-defined saccharide,529.2
G43327VH,Rha(a1-2)Rha(a1-2)Rha,Linkage-defined saccharide,456.18
G43352SI,Gal(a1-3)Gal(b1-3)Gal,Linkage-defined saccharide,504.17
G43368RB,Glc(b1-6)Man(a1-2)Glc,Linkage-defined saccharide,504.17
G43349GU,Glc(a1-3)Glc(a1-6)Glc(a1-3)[Glc(a1-3)Glc(a1-6)Glc(a1-6)]Glc,Linkage-defined saccharide,1152.38
G43378HA,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-4)[Fuc(a1-6)]Gal,Linkage-defined saccharide,1145.42
G43473VD,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1786.65
G43491BH,Xyl(b1-2)Araf(a1-3)Xyl(b1-4)Xyl,Linkage-defined saccharide,546.18
G43495HR,Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,666.22
G43420KF,Rha(a1-2)Rha(a1-3)Rha(a1-3)Man(a1-2)[Gal(b1-6)]Man-ol,Linkage-defined saccharide,944.36
G43421FP,Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc(b1-3)[Glc(b1-6)]Glc(b1-6)Glc,Linkage-defined saccharide,1152.38
G43506AH,Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,894.33
G43519BI,GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G43552BJ,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,2708.89
G43593XZ,Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc,Linkage-defined saccharide,732.28
G43638GS,Fuc(a1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1405.52
G43610AB,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1925.72
G43651VI,Glc(b1-6)Glc(a1-4)GlcA(a1-3)Man(a1-2)Man(a1-3)Gal,Linkage-defined saccharide,1004.31
G43622SG,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1729.63
G43727KP,Glc(b1-3)Glc(b1-4)Glc,Linkage-defined saccharide,504.17
G43745HB,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal,Linkage-defined saccharide,837.31
G43747LP,Gal(b1-3)Gal(b1-4)GlcNAc,Linkage-defined saccharide,545.2
G43772KR,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcN,Linkage-defined saccharide,633.25
G43792PF,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3384.2
G43836ZB,Xyl(b1-2)[Xyl(b1-3)]Glc,Linkage-defined saccharide,444.15
G43759AV,GlcA(a1-3)[Glc(b1-4)][Gal(b1-6)]Man(b1-4)Man,Linkage-defined saccharide,842.25
G43773UY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,Linkage-defined saccharide,1396.49
G43788SW,Gal(b1-4)GlcNAc(b1-3)Gal,Linkage-defined saccharide,545.2
G43869EE,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2589.96
G43848VR,Qui(b1-2)[D-Fuc(b1-2)Gal(b1-4)]Qui(b1-3)Glc,Linkage-defined saccharide,780.29
G43785OQ,GlcA(b1-3)Gal(b1-3)[Gal(b1-4)][Fuc(a1-2)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1029.34
G43916CO,Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(a1-4)GlcNAc,Linkage-defined saccharide,1396.49
G43917JX,GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-3)Gal,Linkage-defined saccharide,748.27
G43889RW_1,GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc,Linkage-defined saccharide,748.27
G43889RW_2,GlcNAc(b1-4)Man(a1-3)Man(b1-4)GlcNAc,Linkage-defined saccharide,748.27
G43923FO,Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2735.99
G43971PK,Man(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,488.17
G43990ZC,Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1786.65
G44014MY,Qui(b1-6)Glc(b1-4)D-Fuc,Linkage-defined saccharide,472.18
G44045BD,Glc(b1-3)Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Linkage-defined saccharide,798.26
G43972TU,Gal(b1-3)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1056.39
G44008HZ,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
