Model Size,Task,Classifier,Seed,C,kernel,colsample_bytree,learning_rate,max_depth,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample,gamma
large_multitask_mask_5,species,SVM,2,1.2484030808286068,linear,,,,,,,,,
large_multitask_mask_5,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,species,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
large_multitask_mask_5,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_5,immunogenicity,SVM,0,1.3116515715358075,linear,,,,,,,,,
large_multitask_mask_5,immunogenicity,SVM,1,24.580300161477634,rbf,,,,,,,,,0.00012082666253305468
large_multitask_mask_5,immunogenicity,SVM,2,0.002501654818826414,linear,,,,,,,,,
large_multitask_mask_5,immunogenicity,LGBM,0,,,0.9981198270711551,0.07235415712774491,19.0,243.0,43.0,0.10328157319309919,1.057443000344446,0.7268806968277184,
large_multitask_mask_5,immunogenicity,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
large_multitask_mask_5,immunogenicity,LGBM,2,,,0.9069964683661049,0.07124493899625672,19.0,748.0,35.0,0.28132576380055857,0.3278764015541138,0.7547570604474237,
large_multitask_mask_5,link,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_5,link,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,link,SVM,2,0.538315146299777,rbf,,,,,,,,,0.0016669535445395156
large_multitask_mask_5,link,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,link,LGBM,1,,,0.7668088018810296,0.11587950184865049,14.0,815.0,99.0,0.05108188686258306,0.15478974396671022,0.755164296464803,
large_multitask_mask_5,link,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
