Model Size,Task,Classifier,Seed,C,kernel,colsample_bytree,learning_rate,max_depth,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample,gamma
small_multitask_mask_25,kingdom,LGBM,0,,,0.9981198270711551,0.07235415712774491,19.0,243.0,43.0,0.10328157319309919,1.057443000344446,0.7268806968277184,
small_multitask_mask_25,kingdom,LGBM,1,,,0.8715342131759564,0.02053999758694306,7.0,878.0,43.0,0.5664575403106769,0.4985814110725697,0.8455753271184223,
small_multitask_mask_25,kingdom,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,phylum,SVM,0,0.9209225155490888,rbf,,,,,,,,,0.03410336598413758
small_multitask_mask_25,phylum,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
small_multitask_mask_25,phylum,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,phylum,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
small_multitask_mask_25,phylum,LGBM,1,,,0.9133257890779545,0.04067896468145359,8.0,397.0,35.0,0.9591956282799734,0.07861146398889109,0.7784538024344424,
small_multitask_mask_25,phylum,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
small_multitask_mask_25,class,SVM,0,0.9209225155490888,rbf,,,,,,,,,0.03410336598413758
small_multitask_mask_25,class,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
small_multitask_mask_25,class,SVM,2,0.31103255667795526,linear,,,,,,,,,
small_multitask_mask_25,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_25,class,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
small_multitask_mask_25,class,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,order,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_25,order,SVM,1,2.2321849928717583,linear,,,,,,,,,
small_multitask_mask_25,order,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_25,order,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
small_multitask_mask_25,order,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,family,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_25,family,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_25,family,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_25,family,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
small_multitask_mask_25,family,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,genus,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_25,genus,SVM,1,2.2321849928717583,linear,,,,,,,,,
small_multitask_mask_25,genus,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,genus,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_25,genus,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
small_multitask_mask_25,genus,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,species,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_25,species,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_25,species,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_25,species,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
small_multitask_mask_25,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_25,immunogenicity,SVM,0,0.9209225155490888,rbf,,,,,,,,,0.03410336598413758
small_multitask_mask_25,immunogenicity,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
small_multitask_mask_25,immunogenicity,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
small_multitask_mask_25,immunogenicity,LGBM,0,,,0.8195254015709299,0.11387317092169064,8.0,863.0,123.0,0.18662266976517972,0.8663279761354559,0.775034884505077,
small_multitask_mask_25,immunogenicity,LGBM,1,,,0.9133257890779545,0.04067896468145359,8.0,397.0,35.0,0.9591956282799734,0.07861146398889109,0.7784538024344424,
small_multitask_mask_25,immunogenicity,LGBM,2,,,0.7188073428430751,0.02662055750387459,14.0,131.0,100.0,0.3039970037567343,0.4980757386244471,0.6887340668050816,
small_multitask_mask_25,link,SVM,0,1.3116515715358075,linear,,,,,,,,,
small_multitask_mask_25,link,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_25,link,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_25,link,LGBM,0,,,0.9567092003128319,0.26512259742974303,15.0,805.0,59.0,0.38608662714605446,0.5059803874660432,0.9702386553170644,
small_multitask_mask_25,link,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
small_multitask_mask_25,link,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
medium_multitask_mask_25,domain,SVM,0,0.5301709347576824,linear,,,,,,,,,
medium_multitask_mask_25,domain,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,domain,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_25,domain,LGBM,0,,,0.6284144232791548,0.013449326615130807,8.0,855.0,99.0,4.074144654166231,8.626905220714901,0.9196634256866895,
medium_multitask_mask_25,domain,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_25,domain,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
medium_multitask_mask_25,kingdom,SVM,0,0.44103656679709824,linear,,,,,,,,,
medium_multitask_mask_25,kingdom,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,kingdom,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_25,kingdom,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,kingdom,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_25,kingdom,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
medium_multitask_mask_25,phylum,SVM,0,22.390342721683695,linear,,,,,,,,,
medium_multitask_mask_25,phylum,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,phylum,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_25,phylum,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
medium_multitask_mask_25,phylum,LGBM,1,,,0.8715342131759564,0.02053999758694306,7.0,878.0,43.0,0.5664575403106769,0.4985814110725697,0.8455753271184223,
medium_multitask_mask_25,phylum,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_25,class,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_25,class,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,class,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_25,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,class,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
medium_multitask_mask_25,class,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_25,order,SVM,0,0.5301709347576824,linear,,,,,,,,,
medium_multitask_mask_25,order,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,order,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_25,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,order,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_25,order,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_25,family,SVM,0,0.5301709347576824,linear,,,,,,,,,
medium_multitask_mask_25,family,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,family,SVM,2,0.2666119111216874,linear,,,,,,,,,
medium_multitask_mask_25,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,family,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_25,family,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_25,genus,SVM,0,22.390342721683695,linear,,,,,,,,,
medium_multitask_mask_25,genus,SVM,1,96.81085478045662,linear,,,,,,,,,
medium_multitask_mask_25,genus,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_25,genus,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,genus,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_25,genus,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_25,species,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_25,species,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,species,SVM,2,0.1501799526595153,linear,,,,,,,,,
medium_multitask_mask_25,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_25,species,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_25,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_25,immunogenicity,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_25,immunogenicity,SVM,1,24.580300161477634,rbf,,,,,,,,,0.00012082666253305468
medium_multitask_mask_25,immunogenicity,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_25,immunogenicity,LGBM,0,,,0.9113381928103637,0.2527153290697111,10.0,706.0,20.0,0.7388193931449273,1.049491420242894,0.9887780009998663,
medium_multitask_mask_25,immunogenicity,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_25,immunogenicity,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_25,link,SVM,0,0.5301709347576824,linear,,,,,,,,,
medium_multitask_mask_25,link,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_25,link,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_25,link,LGBM,0,,,0.9512773885388708,0.05659486115229478,5.0,301.0,147.0,0.013108813258313513,0.0705376339063223,0.6480786244852675,
medium_multitask_mask_25,link,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_25,link,LGBM,2,,,0.8347187912000413,0.11565496320882328,11.0,645.0,78.0,0.16669535445395142,0.03395892008889068,0.9878529623307171,
large_multitask_mask_25,domain,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,domain,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,domain,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
large_multitask_mask_25,domain,LGBM,0,,,0.7845917449011728,0.1422119973969722,19.0,523.0,52.0,0.5572619319129039,0.40937346448417417,0.9034462497289428,
large_multitask_mask_25,domain,LGBM,1,,,0.7668088018810296,0.11587950184865049,14.0,815.0,99.0,0.05108188686258306,0.15478974396671022,0.755164296464803,
large_multitask_mask_25,domain,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
large_multitask_mask_25,kingdom,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,kingdom,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,kingdom,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
large_multitask_mask_25,kingdom,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
large_multitask_mask_25,kingdom,LGBM,1,,,0.7668088018810296,0.11587950184865049,14.0,815.0,99.0,0.05108188686258306,0.15478974396671022,0.755164296464803,
large_multitask_mask_25,kingdom,LGBM,2,,,0.8347187912000413,0.11565496320882328,11.0,645.0,78.0,0.16669535445395142,0.03395892008889068,0.9878529623307171,
large_multitask_mask_25,phylum,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,phylum,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,phylum,SVM,2,0.1501799526595153,linear,,,,,,,,,
large_multitask_mask_25,phylum,LGBM,0,,,0.9981198270711551,0.07235415712774491,19.0,243.0,43.0,0.10328157319309919,1.057443000344446,0.7268806968277184,
large_multitask_mask_25,phylum,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_25,phylum,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
large_multitask_mask_25,class,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,class,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,class,SVM,2,0.1501799526595153,linear,,,,,,,,,
large_multitask_mask_25,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_25,class,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_25,class,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_25,order,SVM,0,1.3116515715358075,linear,,,,,,,,,
large_multitask_mask_25,order,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,order,SVM,2,1.2484030808286068,linear,,,,,,,,,
large_multitask_mask_25,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_25,order,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_25,order,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_25,family,SVM,0,0.44103656679709824,linear,,,,,,,,,
large_multitask_mask_25,family,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,family,SVM,2,0.1501799526595153,linear,,,,,,,,,
large_multitask_mask_25,family,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
large_multitask_mask_25,family,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
large_multitask_mask_25,family,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_25,genus,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,genus,SVM,1,0.4944059287398674,linear,,,,,,,,,
large_multitask_mask_25,genus,SVM,2,0.1501799526595153,linear,,,,,,,,,
large_multitask_mask_25,genus,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
large_multitask_mask_25,genus,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
